# k	cb	gl	xy
549	0.0927828	0.0801423	0.0798479
550	0.0556206	0.0366139	0.0263566
551	0.0293967	0.0297236	0.0302037
552	0.0405994	0.0340824	0.0370235
553	0.144826	0.0335167	0.0324103
554	0.0316415	0.0314178	0.0267039
555	0.0394639	0.0333944	0.0347071
556	0.16859	0.033771	0.041947
557	0.0343226	0.0326354	0.0282974
558	0.0405809	0.035278	0.0360633
559	0.0693773	0.0359861	0.056595
560	0.0358992	0.0304961	0.0342036
561	0.0445449	0.0343899	0.0337362
562	0.169035	0.117799	0.115063
563	0.0337274	0.0347012	0.0331103
564	0.040361	0.0324358	0.0355193
565	0.158767	0.119329	0.115337
566	0.0684273	0.0839622	0.0780913
567	0.10992	0.0827766	0.0853097
568	0.0968004	0.116873	0.0421963
569	0.0346776	0.0299277	0.0247969
570	0.0406058	0.0368799	0.040442
571	0.106107	0.0548391	0.193216
572	0.0283389	0.0298235	0.0276824
573	0.0380674	0.0338714	0.0355156
574	0.040064	0.0353048	0.0381168
575	0.0323328	0.0306342	0.0246686
576	0.0393809	0.0356201	0.0328902
577	0.0757394	0.0543623	0.0518665
578	0.0710942	0.0450736	0.0463917
579	0.0536151	0.0450506	0.0431327
580	0.160202	0.117069	0.11359
581	0.0378578	0.0380384	0.0330445
582	0.0470058	0.040537	0.0417893
583	0.101162	0.110666	0.114027
584	0.0382827	0.0323928	0.0315841
585	0.0578941	0.0599885	0.0636488
586	0.0575019	0.0541963	0.0533459
587	0.0547499	0.049686	0.0465885
588	0.0531951	0.0473533	0.0471019
589	0.0637648	0.054664	0.0523049
590	0.0567005	0.0459153	0.0463139
591	0.0544146	0.0462796	0.0432461
592	0.0626146	0.052834	0.0522678
593	0.0581665	0.045502	0.0504284
594	0.0533261	0.0448697	0.0451534
595	0.0711216	0.05754	0.0502754
596	0.0381277	0.0357829	0.0323965
597	0.0418624	0.0356475	0.0357002
598	0.124598	0.117153	0.113603
599	0.0355685	0.0546277	0.0336517
600	0.0447837	0.0350599	0.0353869
601	0.123386	0.117006	0.113525
602	0.0359332	0.0316899	0.0300421
603	0.0659355	0.0611388	0.0637667
